experiment,scenario_label,scenario,site_type,demand_regime,capacity_pct,n_slots_home,n_slots_work,n_slots_public,seed,policy,family,reliability_pct,failure_count,mandatory_events,urgent_trip_reliability_pct,urgent_trip_failure_count,urgent_trip_events,delivered_kwh_per_vehicle,total_delivered_kwh,peak_demand_kw,mean_demand_kw,coincidence_factor,peak_to_average_ratio,load_factor,line_loss_proxy_kw2h,capacity_kw_proxy,overload_hours_proxy,p95_wait_minutes,mean_wait_minutes,max_queue_length,mean_queue_length,queue_abandonments_location_total,queue_abandonments_timeout_total,action_counts,idle_action_count,normal_request_action_count,flexible_request_action_count,other_action_count,idle_action_share,normal_request_action_share,flexible_request_action_share,cheap_window_request_share,charge_above_target_request_share,claim_boundary,request_count,admitted_count,requested_not_delivered_count,critical_request_count,critical_request_served_count,critical_request_missed_count,optional_request_count,optional_request_served_count,optional_request_missed_count,critical_requested_not_delivered_count,flexible_requested_not_delivered_count,scarce_hour_count,scarce_request_count,scarce_unserved_count,oversubscription_vehicle_steps,queue_rejection_count,cheap_window_request_count,charge_above_target_request_count,low_laxity_missed_charge_count,horizon_hours,driver_behavior,fleet_policy,grid_policy,multi_actor_description,energy_cost_usd,ramp_p95_kw,demand_charge_exposure_usd_month_25,delivered_ratio_vs_ll,peak_ratio_vs_ll,critical_rnd_delta_vs_ll,oversub_delta_vs_ll,reliability_delta_vs_ll_pp,p95_wait_delta_vs_ll_min,energy_matched_1pct,energy_matched_2pct,service_gate_pass,classification,anchor_policy,driver_service_pass,fleet_queue_pass,fleet_cost_pass,fleet_operation_pass,grid_peak_pass,grid_shape_pass,grid_pass,all_pass,final_acceptability_class,actor_failure_pattern,first_failed_layer,requested_not_delivered_delta_vs_anchor,mean_queue_delta_vs_anchor,max_queue_delta_vs_anchor,energy_cost_ratio_vs_anchor,energy_cost_delta_usd_vs_anchor,demand_charge_ratio_vs_anchor,demand_charge_delta_usd_month_25_vs_anchor,peak_to_average_ratio_vs_anchor,ramp_p95_ratio_vs_anchor,load_factor_delta_vs_anchor,squared_load_proxy_ratio_vs_anchor,mean_compliance_probability,noncompliance_share,fleet_recommended_request_count,grid_adjusted_request_count,actual_request_count_driver_layer,grid_deferred_request_count,queue_high_timesteps,queue_avoidance_count,cheap_window_actual_request_share,severity_level,severity_label,service_family_decision,actual_to_fleet_request_ratio
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4547,D_Severity3Severe__F_ServiceFirst__G_PeakPenalty,multi_actor,88.14729574223246,103,869,88.14729574223246,103,869,30.13353990550196,2410.6831924401567,113.0,58.029761904761905,1.9472766437583342,1.9472766437583342,0.5135377159713443,716651.0,72.0,67,60.0,21.0,8,0.16666666666666666,7,0,"[12673, 0, 243, 524]",12673,243,0,524,0.9429315476190476,0.018080357142857145,0.0,0.34028683181225555,0.5410691003911343,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",767,760,377,4119,372,3747,53,32,21,346,0,28,156,83,28,7,261,415,3419,168,Severity3Severe,FleetServiceFirst,GridPeakPenalty,Seed20 multi-actor severity level 3 (severe_deviation) with FleetServiceFirst and GridPeakPenalty; keep_probability=0.55.,680963.5294735229,64.0,2825.0,0.9289092217127413,1.0660377358490567,346,28,0.0,60.0,False,False,False,harmful by under-delivery,LeastLaxity,False,False,True,False,False,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,377.0,0.16666666666666666,0.0,0.9303510517185859,-50979.02943004016,1.0660377358490567,175.0,0.5695959140463366,1.28,0.22102873124537847,2.3120682924626,0.5499999999999999,0.45275297619047616,379.0,366.0,767.0,13.0,28.0,0.0,0.34028683181225555,3,severe_deviation,ServiceFirst/Balanced merged family,2.0237467018469655
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4547,D_Severity3Severe__F_ServiceGridWeighted__G_NoGrid,multi_actor,88.03222094361335,104,869,88.03222094361335,104,869,30.23502681488161,2418.802145190529,113.0,56.964285714285715,1.9836990595611286,1.9836990595611286,0.5041087231352718,699798.0,72.0,66,62.99999999999983,26.25,10,0.20833333333333334,13,0,"[12666, 0, 261, 513]",12666,261,0,513,0.9424107142857143,0.019419642857142858,0.0,0.35142118863049093,0.5426356589147286,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",774,759,370,4119,385,3734,58,30,28,332,0,33,207,94,35,13,272,420,3418,168,Severity3Severe,FleetServiceGridWeighted,NoGridIncentive,Seed20 multi-actor severity level 3 (severe_deviation) with FleetServiceGridWeighted and NoGridIncentive; keep_probability=0.55.,662064.3734127835,71.0,2825.0,0.9320377000230068,1.0660377358490567,332,35,-0.11507479861910497,62.99999999999983,False,False,False,harmful by under-delivery,LeastLaxity,False,False,True,False,False,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,370.0,0.20833333333333334,2.0,0.9045305063344645,-69878.18549077958,1.0660377358490567,175.0,0.5802497979140789,1.42,0.2115997384093059,2.25769693606615,0.5499999999999999,0.4466517857142857,358.0,358.0,774.0,0.0,33.0,0.0,0.35142118863049093,3,severe_deviation,strong service-grid baseline,2.1620111731843576
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4547,D_Severity3Severe__F_ServiceGridWeighted__G_PeakPenalty,multi_actor,87.45684695051783,109,869,87.45684695051783,109,869,30.05478990550197,2404.3831924401575,106.0,57.660714285714285,1.8383400433570765,1.8383400433570765,0.5439690026954178,708357.0,72.0,65,120.0,24.75,9,0.19642857142857142,10,0,"[12685, 0, 255, 500]",12685,255,0,500,0.9438244047619048,0.018973214285714284,0.0,0.35894039735099337,0.5337748344370861,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",755,745,366,4119,375,3744,60,31,29,324,0,31,200,101,33,10,271,403,3438,168,Severity3Severe,FleetServiceGridWeighted,GridPeakPenalty,Seed20 multi-actor severity level 3 (severe_deviation) with FleetServiceGridWeighted and GridPeakPenalty; keep_probability=0.55.,671095.5073799012,64.0,2650.0,0.9264816409691821,1.0,324,33,-0.6904487917146298,120.0,False,False,False,harmful by under-delivery,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,366.0,0.19642857142857142,1.0,0.916869089270052,-60847.05152366182,1.0,0.0,0.5377309796634665,1.28,0.25146001796945194,2.285310087398092,0.5499999999999999,0.4441220238095238,367.0,355.0,755.0,12.0,31.0,0.0,0.35894039735099337,3,severe_deviation,strong service-grid baseline,2.0572207084468666
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4548,LeastLaxity,anchor,91.88876013904984,70,863,91.88876013904984,70,863,43.536628036955314,3482.930242956425,113.0,40.79761904761905,2.7697694776772686,2.7697694776772686,0.3610408765276022,449996.0,72.0,22,0.0,0.0,8,0.0,0,0,"[12940, 0, 500, 0]",12940,500,0,0,0.9627976190476191,0.03720238095238095,0.0,0.282,0.0,"Behavior Applied Energy package v1; behavior proxies are imposed perturbations, not measured traits.",500,500,0,5313,435,4878,78,65,13,0,0,0,0,0,0,0,141,0,4878,168,FullyCompliant,FleetServiceFirst,NoGridIncentive,LeastLaxity anchor used for paired thresholds.,1001349.6299228736,57.0,2825.0,1.0,1.0,0,0,0.0,0.0,True,True,True,anchor,LeastLaxity,True,True,True,True,True,True,True,True,mutually_acceptable,all_pass,none,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,comparator,ServiceFirst/Balanced merged family,
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4548,D_Severity0Full__F_ServiceFirst__G_NoGrid,multi_actor,91.88876013904984,70,863,91.88876013904984,70,863,43.536628036955314,3482.930242956425,113.0,40.79761904761905,2.7697694776772686,2.7697694776772686,0.3610408765276022,449996.0,72.0,22,0.0,0.0,8,0.0,0,0,"[12940, 0, 500, 0]",12940,500,0,0,0.9627976190476191,0.03720238095238095,0.0,0.282,0.0,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",500,500,0,5313,435,4878,78,65,13,0,0,0,0,0,0,0,141,0,4878,168,Severity0Full,FleetServiceFirst,NoGridIncentive,Seed20 multi-actor severity level 0 (full_compliance) with FleetServiceFirst and NoGridIncentive; keep_probability=1.0.,1001349.6299228736,57.0,2825.0,1.0,1.0,0,0,0.0,0.0,True,True,True,service-tolerated,LeastLaxity,True,True,True,True,True,True,True,True,mutually_acceptable,all_pass,none,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,500.0,500.0,500.0,0.0,0.0,0.0,0.282,0,full_compliance,ServiceFirst/Balanced merged family,1.0
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4548,D_Severity0Full__F_ServiceFirst__G_PeakPenalty,multi_actor,91.88876013904984,70,863,91.88876013904984,70,863,43.53232765518959,3482.586212415167,99.0,40.714285714285715,2.431578947368421,2.431578947368421,0.41125541125541126,441400.0,72.0,24,0.0,0.0,6,0.0,0,0,"[12942, 0, 498, 0]",12942,498,0,0,0.9629464285714285,0.03705357142857143,0.0,0.25903614457831325,0.0,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",498,498,0,5313,433,4880,82,65,17,0,0,0,0,0,0,0,129,0,4880,168,Severity0Full,FleetServiceFirst,GridPeakPenalty,Seed20 multi-actor severity level 0 (full_compliance) with FleetServiceFirst and GridPeakPenalty; keep_probability=1.0.,1014348.438920594,57.0,2475.0,0.9999012238209612,0.8761061946902655,0,0,0.0,0.0,True,True,True,service-tolerated,LeastLaxity,True,True,True,True,True,True,True,True,mutually_acceptable,all_pass,none,0.0,0.0,-2.0,1.0129812890615655,12998.80899772048,0.8761061946902655,-350.0,0.877899394503959,1.0,0.05021453472780907,0.9808976079787376,1.0,0.0,520.0,498.0,498.0,22.0,0.0,0.0,0.25903614457831325,0,full_compliance,ServiceFirst/Balanced merged family,0.9576923076923077
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4548,D_Severity0Full__F_ServiceGridWeighted__G_NoGrid,multi_actor,91.88876013904984,70,863,91.88876013904984,70,863,43.536628036955314,3482.930242956425,113.0,40.79761904761905,2.7697694776772686,2.7697694776772686,0.3610408765276022,448890.0,72.0,22,0.0,0.0,8,0.0,0,0,"[12940, 0, 500, 0]",12940,500,0,0,0.9627976190476191,0.03720238095238095,0.0,0.288,0.0,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",500,500,0,5313,435,4878,90,65,25,0,0,0,0,0,0,0,144,0,4878,168,Severity0Full,FleetServiceGridWeighted,NoGridIncentive,Seed20 multi-actor severity level 0 (full_compliance) with FleetServiceGridWeighted and NoGridIncentive; keep_probability=1.0.,995316.049282084,57.0,2825.0,1.0,1.0,0,0,0.0,0.0,True,True,True,service-tolerated,LeastLaxity,True,True,True,True,True,True,True,True,mutually_acceptable,all_pass,none,0.0,0.0,0.0,0.9939745514848253,-6033.580640789587,1.0,0.0,1.0,1.0,0.0,0.9975422003751144,1.0,0.0,500.0,500.0,500.0,0.0,0.0,0.0,0.288,0,full_compliance,strong service-grid baseline,1.0
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4548,D_Severity0Full__F_ServiceGridWeighted__G_PeakPenalty,multi_actor,91.88876013904984,70,863,91.88876013904984,70,863,43.53232765518959,3482.586212415167,99.0,40.714285714285715,2.431578947368421,2.431578947368421,0.41125541125541126,440196.0,72.0,23,0.0,0.0,6,0.0,0,0,"[12942, 0, 498, 0]",12942,498,0,0,0.9629464285714285,0.03705357142857143,0.0,0.26506024096385544,0.0,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",498,498,0,5313,433,4880,94,65,29,0,0,0,0,0,0,0,132,0,4880,168,Severity0Full,FleetServiceGridWeighted,GridPeakPenalty,Seed20 multi-actor severity level 0 (full_compliance) with FleetServiceGridWeighted and GridPeakPenalty; keep_probability=1.0.,1008314.8582798043,54.89999999999992,2475.0,0.9999012238209612,0.8761061946902655,0,0,0.0,0.0,True,True,True,service-tolerated,LeastLaxity,True,True,True,True,True,True,True,True,mutually_acceptable,all_pass,none,0.0,0.0,-2.0,1.0069558405463905,6965.2283569307765,0.8761061946902655,-350.0,0.877899394503959,0.9631578947368407,0.05021453472780907,0.9782220286402545,1.0,0.0,519.0,498.0,498.0,21.0,0.0,0.0,0.26506024096385544,0,full_compliance,strong service-grid baseline,0.9595375722543352
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4548,D_Severity1Mild__F_ServiceFirst__G_NoGrid,multi_actor,91.88876013904984,70,863,91.88876013904984,70,863,43.43405237272718,3474.7241898181746,113.0,42.68452380952381,2.6473295216845627,2.6473295216845627,0.3777391487568479,475275.0,72.0,27,60.0,5.25,8,0.041666666666666664,1,0,"[12906, 0, 467, 67]",12906,467,0,67,0.9602678571428571,0.03474702380952381,0.0,0.28277153558052437,0.0898876404494382,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",534,533,27,5312,450,4862,78,63,15,26,0,7,25,7,7,1,151,48,4840,168,Severity1Mild,FleetServiceFirst,NoGridIncentive,Seed20 multi-actor severity level 1 (mild_deviation) with FleetServiceFirst and NoGridIncentive; keep_probability=0.95.,1022270.3586986823,57.0,2825.0,0.9976439226266889,1.0,26,7,0.0,60.0,True,True,False,harmful by priority distortion,LeastLaxity,False,False,True,False,True,True,True,False,not_mutually_acceptable,driver_fleet_fail,driver,27.0,0.041666666666666664,0.0,1.0208925315900101,20920.728775808704,1.0,0.0,0.9557941709663924,1.0,0.016698272229245692,1.0561760548982657,0.95,0.04873511904761905,485.0,485.0,534.0,0.0,7.0,0.0,0.28277153558052437,1,mild_deviation,ServiceFirst/Balanced merged family,1.1010309278350516
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4548,D_Severity1Mild__F_ServiceFirst__G_PeakPenalty,multi_actor,91.77288528389339,71,863,91.77288528389339,71,863,42.82148188630273,3425.7185509042183,106.0,41.36309523809524,2.562670887897539,2.562670887897539,0.3902178796046721,449937.0,72.0,32,60.0,9.0,7,0.07142857142857142,3,0,"[12905, 0, 447, 88]",12905,447,0,88,0.9601934523809523,0.03325892857142857,0.0,0.25794392523364484,0.102803738317757,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",535,532,44,5314,436,4878,81,64,17,44,0,12,65,13,12,3,138,55,4843,168,Severity1Mild,FleetServiceFirst,GridPeakPenalty,Seed20 multi-actor severity level 1 (mild_deviation) with FleetServiceFirst and GridPeakPenalty; keep_probability=0.95.,1000111.2982078383,57.0,2650.0,0.9835736899503208,0.9380530973451328,44,12,-0.11587485515644858,60.0,False,True,False,harmful by priority distortion,LeastLaxity,False,False,True,False,True,True,True,False,not_mutually_acceptable,driver_fleet_fail,driver,44.0,0.07142857142857142,-1.0,0.9987633373219196,-1238.3317150352523,0.9380530973451328,-175.0,0.9252289436182961,1.0,0.029177003077069885,0.9998688877234464,0.95,0.04836309523809524,497.0,475.0,535.0,22.0,12.0,0.0,0.25794392523364484,1,mild_deviation,ServiceFirst/Balanced merged family,1.0764587525150906
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4548,D_Severity1Mild__F_ServiceGridWeighted__G_NoGrid,multi_actor,92.46813441483198,65,863,92.46813441483198,65,863,43.16054531614451,3452.8436252915603,113.0,43.279761904761905,2.6109200935222114,2.6109200935222114,0.3830067425200169,484769.0,72.0,30,60.0,8.25,8,0.06547619047619048,6,0,"[12899, 0, 469, 72]",12899,469,0,72,0.9597470238095238,0.034895833333333334,0.0,0.29390018484288355,0.09057301293900184,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",541,535,36,5313,444,4869,98,66,32,35,0,11,47,15,11,6,159,49,4838,168,Severity1Mild,FleetServiceGridWeighted,NoGridIncentive,Seed20 multi-actor severity level 1 (mild_deviation) with FleetServiceGridWeighted and NoGridIncentive; keep_probability=0.95.,975280.6387004738,57.0,2825.0,0.9913616938709269,1.0,35,11,0.5793742757821434,60.0,True,True,False,harmful by priority distortion,LeastLaxity,False,False,True,False,True,True,True,False,not_mutually_acceptable,driver_fleet_fail,driver,36.0,0.06547619047619048,0.0,0.9739661448475218,-26068.991222399753,1.0,0.0,0.9426488791087884,1.0,0.02196586599241468,1.077274020213513,0.95,0.05081845238095238,491.0,491.0,541.0,0.0,11.0,0.0,0.29390018484288355,1,mild_deviation,strong service-grid baseline,1.1018329938900204
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4548,D_Severity1Mild__F_ServiceGridWeighted__G_PeakPenalty,multi_actor,91.88876013904984,70,863,91.88876013904984,70,863,43.364668814639764,3469.173505171181,99.0,42.80357142857143,2.3128911138923653,2.3128911138923653,0.4323593073593074,470073.0,72.0,27,0.0,1.5,6,0.011904761904761904,1,0,"[12897, 0, 473, 70]",12897,473,0,70,0.9595982142857142,0.03519345238095238,0.0,0.26703499079189685,0.09576427255985268,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",543,542,31,5313,449,4864,92,64,28,31,0,2,8,2,2,1,145,52,4834,168,Severity1Mild,FleetServiceGridWeighted,GridPeakPenalty,Seed20 multi-actor severity level 1 (mild_deviation) with FleetServiceGridWeighted and GridPeakPenalty; keep_probability=0.95.,1005592.9774881377,57.0,2475.0,0.9960502402214158,0.8761061946902655,31,2,0.0,0.0,True,True,False,harmful by priority distortion,LeastLaxity,False,True,True,True,True,True,True,False,not_mutually_acceptable,driver_only_fail,driver,31.0,0.011904761904761904,-2.0,1.0042376283352608,4243.347565264092,0.8761061946902655,-350.0,0.8350482350726018,1.0,0.07131843083170519,1.0446159521417968,0.95,0.0494047619047619,513.0,492.0,543.0,21.0,2.0,0.0,0.26703499079189685,1,mild_deviation,strong service-grid baseline,1.0584795321637428
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4548,D_Severity2Moderate__F_ServiceFirst__G_NoGrid,multi_actor,91.54113557358053,73,863,91.54113557358053,73,863,42.505435698558415,3400.434855884673,113.0,51.041666666666664,2.213877551020408,2.213877551020408,0.4516961651917404,588287.0,72.0,45,120.0,14.25,9,0.1130952380952381,7,0,"[12767, 0, 406, 267]",12767,406,0,267,0.9499255952380953,0.030208333333333334,0.0,0.3075780089153046,0.3031203566121842,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",673,666,158,5311,458,4853,92,69,23,155,0,19,110,28,19,7,207,204,4707,168,Severity2Moderate,FleetServiceFirst,NoGridIncentive,Seed20 multi-actor severity level 2 (moderate_deviation) with FleetServiceFirst and NoGridIncentive; keep_probability=0.8.,977283.2771590248,57.0,2825.0,0.976314372865037,1.0,155,19,-0.3476245654693031,120.0,False,False,False,harmful by priority distortion,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,158.0,0.1130952380952381,1.0,0.9759660841281758,-24066.35276384873,1.0,0.0,0.7993002915451896,1.0,0.09065528866413819,1.307316065031689,0.7999999999999998,0.19739583333333333,474.0,474.0,673.0,0.0,19.0,0.0,0.3075780089153046,2,moderate_deviation,ServiceFirst/Balanced merged family,1.419831223628692
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4548,D_Severity2Moderate__F_ServiceFirst__G_PeakPenalty,multi_actor,91.42526071842411,74,863,91.42526071842411,74,863,42.398927351599866,3391.9141881279893,106.0,51.17857142857143,2.0711793440334962,2.0711793440334962,0.4828167115902965,588688.0,72.0,47,120.0,17.25,7,0.13690476190476192,5,0,"[12778, 0, 378, 284]",12778,378,0,284,0.9507440476190476,0.028125,0.0,0.29607250755287007,0.3021148036253776,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",662,657,156,5313,462,4851,82,62,20,155,0,21,112,34,23,5,196,200,4713,168,Severity2Moderate,FleetServiceFirst,GridPeakPenalty,Seed20 multi-actor severity level 2 (moderate_deviation) with FleetServiceFirst and GridPeakPenalty; keep_probability=0.8.,963236.8395689657,64.0,2650.0,0.9738679650525592,0.9380530973451328,155,23,-0.46349942062572325,120.0,False,False,False,harmful by priority distortion,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,156.0,0.13690476190476192,-1.0,0.9619385784794834,-38112.790353907854,0.9380530973451328,-175.0,0.7477804058157177,1.1228070175438596,0.1217758350626943,1.3082071840638583,0.7999999999999998,0.20245535714285715,487.0,467.0,662.0,20.0,21.0,0.0,0.29607250755287007,2,moderate_deviation,ServiceFirst/Balanced merged family,1.3593429158110883
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4548,D_Severity2Moderate__F_ServiceGridWeighted__G_NoGrid,multi_actor,90.73001158748552,80,863,90.73001158748552,80,863,42.08720288474525,3366.97623077962,113.0,51.392857142857146,2.198749131341209,2.198749131341209,0.45480404551201015,603452.0,72.0,49,62.99999999999983,20.25,10,0.16071428571428573,9,0,"[12775, 0, 394, 271]",12775,394,0,271,0.9505208333333334,0.02931547619047619,0.0,0.3007518796992481,0.29473684210526313,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",665,656,163,5314,457,4857,91,63,28,162,0,25,132,51,27,9,200,196,4712,168,Severity2Moderate,FleetServiceGridWeighted,NoGridIncentive,Seed20 multi-actor severity level 2 (moderate_deviation) with FleetServiceGridWeighted and NoGridIncentive; keep_probability=0.8.,968350.3297246723,57.0,2825.0,0.9667079142881773,1.0,162,27,-1.1587485515643152,62.99999999999983,False,False,False,harmful by priority distortion,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,163.0,0.16071428571428573,2.0,0.9670451766175386,-32999.30019820132,1.0,0.0,0.793838313643734,1.0,0.09376316898440795,1.3410163645899074,0.7999999999999998,0.19769345238095237,464.0,464.0,665.0,0.0,25.0,0.0,0.3007518796992481,2,moderate_deviation,strong service-grid baseline,1.4331896551724137
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4548,D_Severity2Moderate__F_ServiceGridWeighted__G_PeakPenalty,multi_actor,91.19351100811124,76,863,91.19351100811124,76,863,41.87609054808699,3350.0872438469596,113.0,51.898809523809526,2.1773139121458884,2.1773139121458884,0.45928150021070374,614317.0,72.0,51,62.99999999999983,12.75,8,0.10119047619047619,5,0,"[12773, 0, 382, 285]",12773,382,0,285,0.9503720238095238,0.028422619047619047,0.0,0.2983508245877061,0.3118440779610195,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",667,662,157,5314,461,4853,91,61,30,156,0,16,108,27,17,5,199,208,4707,168,Severity2Moderate,FleetServiceGridWeighted,GridPeakPenalty,Seed20 multi-actor severity level 2 (moderate_deviation) with FleetServiceGridWeighted and GridPeakPenalty; keep_probability=0.8.,962629.1480283984,64.0,2825.0,0.9618588401596283,1.0,156,17,-0.695249130938592,62.99999999999983,False,False,False,harmful by priority distortion,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,157.0,0.10119047619047619,0.0,0.9613317059921842,-38720.481894475175,1.0,0.0,0.7860993233168942,1.1228070175438596,0.09824062368310155,1.3651610236535436,0.7999999999999998,0.20052083333333334,489.0,468.0,667.0,21.0,16.0,0.0,0.2983508245877061,2,moderate_deviation,strong service-grid baseline,1.3640081799591002
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4548,D_Severity3Severe__F_ServiceFirst__G_NoGrid,multi_actor,92.12050984936269,68,863,92.12050984936269,68,863,42.05402603939785,3364.322083151828,113.0,66.20833333333333,1.7067337948395218,1.7067337948395218,0.5859144542772861,862519.0,72.0,87,120.0,27.0,12,0.21428571428571427,8,0,"[12529, 0, 289, 622]",12529,289,0,622,0.932217261904762,0.02150297619047619,0.0,0.3062568605927552,0.5049396267837541,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",911,901,387,5311,483,4828,102,60,42,382,0,29,214,87,37,8,279,460,4467,168,Severity3Severe,FleetServiceFirst,NoGridIncentive,Seed20 multi-actor severity level 3 (severe_deviation) with FleetServiceFirst and NoGridIncentive; keep_probability=0.55.,960341.6920386171,64.0,2825.0,0.9659458698478214,1.0,382,37,0.23174971031285452,120.0,False,False,False,harmful by priority distortion,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,387.0,0.21428571428571427,4.0,0.9590473330604666,-41007.93788425648,1.0,0.0,0.6162006652881418,1.1228070175438596,0.22487357774968386,1.9167259264526795,0.5499999999999999,0.44561011904761905,474.0,474.0,911.0,0.0,29.0,0.0,0.3062568605927552,3,severe_deviation,ServiceFirst/Balanced merged family,1.9219409282700421
multi_actor_v2,multi_actor_v2_caltech_sce_cap20,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,20,8,1,1,4548,D_Severity3Severe__F_ServiceFirst__G_PeakPenalty,multi_actor,91.30938586326766,75,863,91.30938586326766,75,863,40.78952204008796,3263.1617632070365,106.0,61.99404761904762,1.7098415746519442,1.7098415746519442,0.5848495058400719,786155.0,72.0,77,60.0,15.75,8,0.125,9,0,"[12539, 0, 277, 624]",12539,277,0,624,0.9329613095238095,0.020610119047619047,0.0,0.3118756936736959,0.5227524972253053,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",901,892,391,5313,454,4859,99,60,39,390,0,21,149,74,21,9,281,471,4479,168,Severity3Severe,FleetServiceFirst,GridPeakPenalty,Seed20 multi-actor severity level 3 (severe_deviation) with FleetServiceFirst and GridPeakPenalty; keep_probability=0.55.,943343.2107094299,64.0,2650.0,0.9369012686390062,0.9380530973451328,390,21,-0.5793742757821718,60.0,False,False,False,harmful by under-delivery,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,391.0,0.125,0.0,0.9420717624693071,-58006.419213443645,0.9380530973451328,-175.0,0.6173227008356735,1.1228070175438596,0.2238086293124697,1.7470266402368022,0.5499999999999999,0.44821428571428573,487.0,468.0,901.0,19.0,21.0,0.0,0.3118756936736959,3,severe_deviation,ServiceFirst/Balanced merged family,1.8501026694045175
