cluster,sessionID
2,1_1_179_788_2019-09-27 20:51:01.956772
2,1_1_193_816_2019-09-27 21:02:52.917679
2,1_1_193_820_2019-09-27 22:03:14.733340
2,1_1_194_822_2019-09-27 22:05:32.201082
2,1_1_193_825_2019-09-28 00:12:08.270260
2,1_1_194_822_2019-09-28 20:38:20.734965
2,1_1_193_827_2019-09-28 20:50:34.143480
2,1_1_178_828_2019-09-28 22:10:19.844525
2,1_1_194_821_2019-09-29 16:20:54.190899
0,1_1_194_822_2019-09-29 17:03:24.853721
1,1_1_178_823_2019-09-30 11:15:56.141712
0,1_1_178_828_2019-09-30 11:54:19.832359
1,1_1_178_817_2019-09-30 12:07:52.404021
1,1_1_194_826_2019-09-30 12:27:11.342162
1,1_1_194_822_2019-09-30 12:33:36.312187
0,1_1_179_781_2019-09-30 12:40:18.408050
0,1_1_193_829_2019-09-30 12:43:34.671794
1,1_1_193_819_2019-09-30 12:44:20.734573
1,1_1_191_789_2019-09-30 12:48:37.050233
1,1_1_193_820_2019-09-30 12:48:58.224579
1,1_1_193_827_2019-09-30 13:06:35.271420
0,1_1_179_799_2019-09-30 13:09:24.198139
0,1_1_193_825_2019-09-30 13:14:17.132576
1,1_1_193_816_2019-09-30 13:21:35.933629
0,1_1_194_821_2019-09-30 13:25:00.895625
1,1_1_194_818_2019-09-30 13:25:03.464502
1,1_1_191_785_2019-09-30 13:37:14.143240
1,1_1_179_796_2019-09-30 13:38:49.486245
0,1_1_179_794_2019-09-30 13:41:36.068639
1,1_1_179_783_2019-09-30 13:44:42.973672
1,1_1_179_788_2019-09-30 13:45:18.942773
0,1_1_179_800_2019-09-30 13:45:55.056376
0,1_1_179_798_2019-09-30 13:47:19.033289
0,1_1_179_810_2019-09-30 13:51:32.562845
1,1_1_179_815_2019-09-30 13:53:32.732494
1,1_1_179_777_2019-09-30 13:59:06.716006
1,1_1_178_824_2019-09-30 14:04:47.102337
1,1_1_179_791_2019-09-30 14:07:11.943414
0,1_1_179_787_2019-09-30 14:07:05.273153
1,1_1_179_809_2019-09-30 14:08:03.693272
1,1_1_179_797_2019-09-30 14:08:51.835366
1,1_1_191_803_2019-09-30 14:09:32.089774
0,1_1_179_801_2019-09-30 14:11:09.420205
1,1_1_179_790_2019-09-30 14:11:51.861313
0,1_1_191_795_2019-09-30 14:14:35.945748
0,1_1_179_813_2019-09-30 14:14:55.966031
0,1_1_179_779_2019-09-30 14:16:57.141472
0,1_1_191_782_2019-09-30 14:17:07.821435
1,1_1_191_812_2019-09-30 14:20:19.800532
0,1_1_191_792_2019-09-30 14:21:04.332056
0,1_1_191_811_2019-09-30 14:21:07.052296
1,1_1_191_805_2019-09-30 14:21:36.042528
0,1_1_191_804_2019-09-30 14:23:00.058258
1,1_1_191_784_2019-09-30 14:23:38.355209
0,1_1_191_807_2019-09-30 14:25:10.885633
1,1_1_191_806_2019-09-30 14:25:30.426507
0,1_1_191_780_2019-09-30 14:27:32.436264
1,1_1_191_808_2019-09-30 14:30:34.263507
1,1_1_191_778_2019-09-30 14:32:28.234555
0,1_1_191_802_2019-09-30 14:33:24.792950
1,1_1_191_793_2019-09-30 14:33:06.658099
1,1_1_191_786_2019-09-30 14:37:04.202878
2,1_1_179_783_2019-09-30 19:32:29.124268
2,1_1_193_820_2019-09-30 19:42:21.053710
2,1_1_191_795_2019-09-30 19:55:16.416957
2,1_1_178_817_2019-09-30 22:06:19.863914
2,1_1_193_825_2019-09-30 22:09:02.347723
2,1_1_179_799_2019-09-30 22:11:40.558498
2,1_1_178_823_2019-09-30 22:15:20.742086
2,1_1_193_827_2019-09-30 22:20:42.675831
2,1_1_194_821_2019-09-30 23:01:48.139410
2,1_1_193_819_2019-09-30 23:02:18.560696
2,1_1_178_824_2019-09-30 23:14:53.214354
2,1_1_194_822_2019-09-30 23:33:28.575017
2,1_1_178_828_2019-10-01 00:23:00.051097
2,1_1_178_823_2019-10-01 04:07:03.025037
1,1_1_178_817_2019-10-01 11:49:32.303613
0,1_1_178_828_2019-10-01 12:12:07.685395
1,1_1_194_826_2019-10-01 12:40:38.895296
1,1_1_178_823_2019-10-01 12:42:17.654763
1,1_1_193_819_2019-10-01 12:44:43.752881
1,1_1_191_789_2019-10-01 12:49:36.305001
1,1_1_193_825_2019-10-01 12:59:38.115018
1,1_1_193_820_2019-10-01 13:02:49.535631
0,1_1_179_799_2019-10-01 13:09:05.652076
1,1_1_179_810_2019-10-01 13:12:58.674494
0,1_1_193_829_2019-10-01 13:18:34.424685
0,1_1_179_800_2019-10-01 13:19:18.846124
1,1_1_193_816_2019-10-01 13:21:16.003056
0,1_1_194_822_2019-10-01 13:28:46.230985
0,1_1_193_827_2019-10-01 13:27:32.696755
1,1_1_194_818_2019-10-01 13:29:54.652149
0,1_1_179_813_2019-10-01 13:30:40.019002
0,1_1_179_794_2019-10-01 13:31:05.256776
1,1_1_179_797_2019-10-01 13:32:12.465693
0,1_1_179_809_2019-10-01 13:34:32.434747
1,1_1_191_795_2019-10-01 13:35:11.558766
1,1_1_179_815_2019-10-01 13:39:25.335382
0,1_1_191_780_2019-10-01 13:35:53.130790
1,1_1_179_781_2019-10-01 13:48:23.845070
0,1_1_179_798_2019-10-01 13:48:38.077747
0,1_1_179_796_2019-10-01 13:59:42.084594
1,1_1_179_777_2019-10-01 14:00:20.754436
1,1_1_191_785_2019-10-01 14:09:01.026959
1,1_1_179_787_2019-10-01 14:10:17.741673
0,1_1_179_791_2019-10-01 14:10:26.633725
0,1_1_179_788_2019-10-01 14:12:08.922265
0,1_1_179_790_2019-10-01 14:19:44.725160
0,1_1_191_802_2019-10-01 14:22:42.354151
1,1_1_191_807_2019-10-01 14:23:39.565706
1,1_1_179_779_2019-10-01 14:27:16.010857
1,1_1_191_808_2019-10-01 14:27:44.242001
1,1_1_179_783_2019-10-01 14:30:05.911546
0,1_1_191_778_2019-10-01 14:31:21.585529
0,1_1_179_801_2019-10-01 14:32:30.195426
0,1_1_191_806_2019-10-01 14:35:08.864975
1,1_1_191_805_2019-10-01 14:36:54.030215
1,1_1_191_782_2019-10-01 14:37:21.264000
1,1_1_191_793_2019-10-01 14:38:39.076766
1,1_1_191_811_2019-10-01 14:39:38.409180
0,1_1_191_792_2019-10-01 14:40:23.543802
0,1_1_191_804_2019-10-01 14:46:50.434187
1,1_1_191_784_2019-10-01 14:49:46.557367
1,1_1_191_786_2019-10-01 14:50:47.875672
1,1_1_191_803_2019-10-01 15:06:39.754031
1,1_1_191_782_2019-10-01 18:42:20.010503
0,1_1_179_809_2019-10-01 19:28:12.933242
0,1_1_194_822_2019-10-01 19:44:21.257847
2,1_1_191_792_2019-10-01 20:02:08.601551
2,1_1_193_827_2019-10-01 21:25:37.092691
2,1_1_178_817_2019-10-01 22:05:59.542745
2,1_1_193_820_2019-10-01 22:26:36.493459
2,1_1_193_819_2019-10-01 22:43:30.992161
2,1_1_178_823_2019-10-01 22:51:15.221309
2,1_1_178_824_2019-10-01 23:41:08.562975
2,1_1_194_826_2019-10-01 23:49:17.529343
2,1_1_178_828_2019-10-02 00:05:00.304485
2,1_1_194_821_2019-10-02 00:28:17.534669
2,1_1_194_818_2019-10-02 00:38:07.184740
2,1_1_178_823_2019-10-02 03:31:42.582714
1,1_1_178_828_2019-10-02 12:09:34.005572
0,1_1_178_817_2019-10-02 12:27:01.846193
2,1_1_193_825_2019-10-02 12:37:41.375962
1,1_1_194_826_2019-10-02 12:39:47.344132
1,1_1_178_823_2019-10-02 12:43:36.071806
1,1_1_191_789_2019-10-02 12:45:04.623844
0,1_1_193_816_2019-10-02 12:57:09.563558
1,1_1_193_820_2019-10-02 13:03:24.634987
1,1_1_178_824_2019-10-02 13:08:27.211068
0,1_1_194_821_2019-10-02 13:21:43.181967
1,1_1_193_827_2019-10-02 13:23:46.514421
1,1_1_193_819_2019-10-02 13:24:42.994814
0,1_1_193_829_2019-10-02 13:28:44.348883
0,1_1_194_818_2019-10-02 13:30:29.674160
1,1_1_179_797_2019-10-02 13:30:42.433658
0,1_1_179_796_2019-10-02 13:31:58.063620
0,1_1_194_822_2019-10-02 13:35:03.101066
0,1_1_191_780_2019-10-02 13:39:41.496118
1,1_1_179_815_2019-10-02 13:42:06.824262
1,1_1_179_800_2019-10-02 13:45:11.571683
0,1_1_179_781_2019-10-02 13:50:30.525279
1,1_1_191_808_2019-10-02 13:56:39.887209
0,1_1_191_803_2019-10-02 13:58:24.822136
0,1_1_179_799_2019-10-02 13:58:42.214063
1,1_1_191_785_2019-10-02 13:59:33.365532
1,1_1_179_777_2019-10-02 14:02:49.684941
0,1_1_179_788_2019-10-02 14:03:11.803869
1,1_1_179_791_2019-10-02 14:06:21.024716
0,1_1_179_810_2019-10-02 14:07:04.933738
1,1_1_179_813_2019-10-02 14:07:49.965336
1,1_1_179_779_2019-10-02 14:08:28.892692
1,1_1_179_809_2019-10-02 14:08:49.104086
0,1_1_179_794_2019-10-02 14:09:30.254705
1,1_1_179_801_2019-10-02 14:11:37.102595
0,1_1_191_812_2019-10-02 14:11:47.514693
2,1_1_179_798_2019-10-02 14:13:59.494259
1,1_1_179_787_2019-10-02 14:15:40.270684
1,1_1_191_807_2019-10-02 14:20:35.565472
0,1_1_179_790_2019-10-02 14:25:51.132899
0,1_1_191_795_2019-10-02 14:27:23.092398
1,1_1_179_783_2019-10-02 14:27:15.764417
0,1_1_191_782_2019-10-02 14:33:36.286894
1,1_1_191_802_2019-10-02 14:34:35.564465
0,1_1_191_793_2019-10-02 14:34:42.304348
1,1_1_191_778_2019-10-02 14:35:33.695735
1,1_1_191_806_2019-10-02 14:36:19.143202
1,1_1_191_811_2019-10-02 14:37:32.203331
1,1_1_191_792_2019-10-02 14:38:37.372073
0,1_1_191_805_2019-10-02 14:40:53.375989
0,1_1_191_804_2019-10-02 14:44:08.844833
0,1_1_191_786_2019-10-02 14:46:39.064231
0,1_1_191_784_2019-10-02 14:49:02.988220
2,1_1_193_825_2019-10-02 17:12:29.701217
2,1_1_191_786_2019-10-02 17:53:46.236319
0,1_1_178_828_2019-10-02 17:58:38.933394
1,1_1_179_798_2019-10-02 18:15:08.041659
2,1_1_193_829_2019-10-02 18:19:21.862398
2,1_1_193_816_2019-10-02 18:29:21.903793
2,1_1_191_805_2019-10-02 18:31:37.089690
1,1_1_191_780_2019-10-02 18:33:02.047055
2,1_1_193_825_2019-10-02 19:06:38.256910
2,1_1_194_822_2019-10-02 19:30:15.950493
2,1_1_193_820_2019-10-02 19:50:58.128442
2,1_1_193_829_2019-10-02 20:02:19.813343
2,1_1_179_790_2019-10-02 20:34:14.815126
2,1_1_191_784_2019-10-02 20:52:23.197411
2,1_1_191_786_2019-10-02 21:14:04.739781
2,1_1_194_821_2019-10-02 21:51:59.542611
2,1_1_179_791_2019-10-02 22:26:26.084214
2,1_1_178_823_2019-10-02 22:55:31.872640
2,1_1_193_825_2019-10-02 22:59:53.373706
2,1_1_193_827_2019-10-02 23:02:13.705581
2,1_1_178_824_2019-10-02 23:16:39.078604
2,1_1_194_818_2019-10-02 23:19:10.339800
2,1_1_194_826_2019-10-02 23:19:48.588736
2,1_1_179_796_2019-10-02 23:28:42.195779
2,1_1_193_829_2019-10-02 23:41:47.279698
2,1_1_193_827_2019-10-03 00:13:51.577636
2,1_1_193_816_2019-10-03 00:14:57.910775
2,1_1_193_819_2019-10-03 00:17:10.068478
2,1_1_191_795_2019-10-03 00:38:34.210187
2,1_1_178_823_2019-10-03 03:08:19.144530
2,1_1_194_822_2019-10-03 04:23:38.283827
1,1_1_178_828_2019-10-03 11:18:00.682365
1,1_1_193_825_2019-10-03 11:59:00.103583
0,1_1_178_817_2019-10-03 12:08:14.353308
1,1_1_194_826_2019-10-03 12:35:15.333974
1,1_1_178_823_2019-10-03 12:42:20.671619
1,1_1_191_789_2019-10-03 12:46:47.257530
1,1_1_193_819_2019-10-03 12:49:30.374427
1,1_1_193_829_2019-10-03 12:54:34.562294
1,1_1_193_820_2019-10-03 13:03:16.682158
0,1_1_178_824_2019-10-03 13:06:04.422053
0,1_1_179_810_2019-10-03 13:17:05.642897
0,1_1_193_816_2019-10-03 13:22:10.950305
0,1_1_193_827_2019-10-03 13:23:42.252277
1,1_1_179_787_2019-10-03 13:27:39.204301
1,1_1_179_798_2019-10-03 13:28:30.306013
1,1_1_179_800_2019-10-03 13:30:32.380460
1,1_1_179_796_2019-10-03 13:34:45.961205
1,1_1_191_808_2019-10-03 13:40:10.311641
1,1_1_194_821_2019-10-03 13:44:27.579568
1,1_1_179_813_2019-10-03 13:44:30.622634
1,1_1_179_788_2019-10-03 13:47:46.383136
1,1_1_191_785_2019-10-03 13:48:07.390970
1,1_1_179_797_2019-10-03 13:50:27.312762
1,1_1_179_815_2019-10-03 13:50:42.149919
1,1_1_194_822_2019-10-03 13:51:53.298167
1,1_1_194_818_2019-10-03 13:53:44.403978
2,1_1_191_780_2019-10-03 13:54:56.835492
0,1_1_179_781_2019-10-03 13:57:22.811187
1,1_1_179_777_2019-10-03 14:02:13.444536
0,1_1_179_809_2019-10-03 14:02:32.686667
1,1_1_179_799_2019-10-03 14:02:49.247231
1,1_1_179_791_2019-10-03 14:03:21.893027
1,1_1_179_779_2019-10-03 14:07:10.233960
1,1_1_191_795_2019-10-03 14:12:00.363890
0,1_1_179_794_2019-10-03 14:16:52.208891
0,1_1_179_801_2019-10-03 14:18:03.463670
0,1_1_179_790_2019-10-03 14:20:59.771575
0,1_1_191_782_2019-10-03 14:21:08.225995
1,1_1_191_807_2019-10-03 14:24:41.316630
1,1_1_191_792_2019-10-03 14:25:53.797042
0,1_1_191_784_2019-10-03 14:27:34.129910
0,1_1_191_802_2019-10-03 14:27:37.940851
1,1_1_191_778_2019-10-03 14:28:16.555183
0,1_1_191_793_2019-10-03 14:31:09.402725
1,1_1_191_805_2019-10-03 14:32:24.565742
1,1_1_191_806_2019-10-03 14:32:31.390984
0,1_1_191_812_2019-10-03 14:33:12.125876
1,1_1_191_803_2019-10-03 14:35:34.841501
1,1_1_191_786_2019-10-03 14:38:26.162281
1,1_1_191_804_2019-10-03 14:41:35.259235
1,1_1_191_811_2019-10-03 14:43:34.750668
0,1_1_191_780_2019-10-03 16:06:04.556518
0,1_1_179_791_2019-10-03 18:19:38.588612
0,1_1_193_816_2019-10-03 18:28:10.782855
1,1_1_178_828_2019-10-03 18:34:38.613271
0,1_1_179_790_2019-10-03 18:43:39.576002
0,1_1_179_810_2019-10-03 18:44:03.819943
0,1_1_191_782_2019-10-03 18:50:56.257663
2,1_1_178_824_2019-10-03 19:00:27.346523
2,1_1_179_783_2019-10-03 21:28:04.583109
2,1_1_194_818_2019-10-03 21:59:14.035741
2,1_1_178_817_2019-10-03 22:23:23.124005
2,1_1_193_819_2019-10-03 22:38:06.984944
2,1_1_193_820_2019-10-03 23:06:39.852636
2,1_1_193_829_2019-10-03 23:12:20.624210
2,1_1_194_826_2019-10-03 23:24:33.754646
2,1_1_178_824_2019-10-03 23:34:09.108599
2,1_1_193_827_2019-10-03 23:35:21.907985
2,1_1_193_825_2019-10-03 23:47:59.837498
2,1_1_178_823_2019-10-03 23:48:07.558658
2,1_1_179_800_2019-10-04 00:11:45.489877
2,1_1_194_821_2019-10-04 00:42:32.397491
2,1_1_193_827_2019-10-04 00:44:27.368195
1,1_1_191_789_2019-10-04 01:14:32.434287
0,1_1_194_818_2019-10-04 11:18:47.806100
0,1_1_178_828_2019-10-04 12:02:16.837380
1,1_1_193_825_2019-10-04 12:06:09.237962
1,1_1_194_826_2019-10-04 12:42:04.876424
0,1_1_178_823_2019-10-04 12:48:18.775781
1,1_1_193_819_2019-10-04 13:00:35.747045
0,1_1_193_829_2019-10-04 13:04:52.536514
1,1_1_193_816_2019-10-04 13:05:25.993184
1,1_1_179_810_2019-10-04 13:11:49.627251
1,1_1_178_817_2019-10-04 13:14:22.173835
0,1_1_193_827_2019-10-04 13:21:35.594113
1,1_1_193_820_2019-10-04 13:29:09.043647
0,1_1_178_824_2019-10-04 13:29:26.509615
0,1_1_179_809_2019-10-04 13:30:25.375679
1,1_1_179_799_2019-10-04 13:33:06.130431
1,1_1_179_797_2019-10-04 13:33:46.008706
1,1_1_191_808_2019-10-04 13:38:11.616739
0,1_1_191_780_2019-10-04 13:38:11.866187
0,1_1_179_800_2019-10-04 13:41:06.717988
0,1_1_194_822_2019-10-04 13:42:11.648605
0,1_1_179_796_2019-10-04 13:42:29.947245
1,1_1_194_821_2019-10-04 13:43:03.580032
0,1_1_179_781_2019-10-04 13:43:11.169944
1,1_1_179_787_2019-10-04 13:48:59.587370
1,1_1_179_788_2019-10-04 13:50:52.203821
1,1_1_179_794_2019-10-04 13:56:17.778201
0,1_1_179_783_2019-10-04 13:57:46.716124
1,1_1_191_785_2019-10-04 13:57:58.168524
0,1_1_179_791_2019-10-04 13:59:57.163450
1,1_1_179_798_2019-10-04 14:00:04.800403
1,1_1_179_801_2019-10-04 14:04:27.868057
0,1_1_191_806_2019-10-04 14:05:53.332786
1,1_1_179_777_2019-10-04 14:06:52.587038
0,1_1_179_779_2019-10-04 14:10:23.517575
1,1_1_191_812_2019-10-04 14:15:27.943320
2,1_1_191_792_2019-10-04 14:21:51.918243
1,1_1_191_805_2019-10-04 14:22:41.129677
1,1_1_179_813_2019-10-04 14:24:14.530283
0,1_1_179_790_2019-10-04 14:24:18.078181
1,1_1_191_807_2019-10-04 14:25:12.119060
1,1_1_191_782_2019-10-04 14:28:52.168650
1,1_1_191_802_2019-10-04 14:31:26.514914
1,1_1_191_786_2019-10-04 14:31:36.181545
0,1_1_191_804_2019-10-04 14:32:27.487698
0,1_1_191_795_2019-10-04 14:34:51.238958
0,1_1_191_803_2019-10-04 14:35:14.535855
0,1_1_191_778_2019-10-04 14:37:24.629044
1,1_1_191_811_2019-10-04 14:38:31.459932
1,1_1_191_793_2019-10-04 14:42:46.836051
0,1_1_191_784_2019-10-04 15:43:41.335715
1,1_1_178_824_2019-10-04 16:34:10.331207
1,1_1_191_789_2019-10-04 17:37:35.365243
0,1_1_193_827_2019-10-04 18:35:20.336134
0,1_1_179_781_2019-10-04 18:39:48.842762
0,1_1_191_803_2019-10-04 18:56:15.197137
0,1_1_191_792_2019-10-04 19:08:05.601214
0,1_1_191_793_2019-10-04 20:02:22.308560
2,1_1_191_804_2019-10-04 20:06:14.162586
2,1_1_193_825_2019-10-04 20:40:20.869781
2,1_1_179_809_2019-10-04 20:55:05.387418
2,1_1_178_817_2019-10-04 21:12:14.940858
0,1_1_194_818_2019-10-04 21:20:28.448482
2,1_1_191_806_2019-10-04 21:38:20.742418
2,1_1_193_819_2019-10-04 21:38:39.988620
2,1_1_193_820_2019-10-04 21:43:03.155647
2,1_1_193_829_2019-10-04 21:54:14.678784
2,1_1_191_778_2019-10-04 22:01:16.004241
2,1_1_191_804_2019-10-04 22:03:08.472087
2,1_1_193_816_2019-10-04 22:23:18.372060
2,1_1_193_827_2019-10-04 22:29:52.510512
2,1_1_179_799_2019-10-04 22:33:45.971539
2,1_1_179_791_2019-10-04 22:38:04.804209
2,1_1_194_821_2019-10-04 23:07:22.159872
2,1_1_179_798_2019-10-04 23:14:40.310377
2,1_1_178_817_2019-10-05 02:03:51.250293
0,1_1_178_823_2019-10-05 12:43:03.208425
2,1_1_178_828_2019-10-05 16:01:40.634752
2,1_1_193_819_2019-10-05 16:38:46.074017
0,1_1_193_829_2019-10-05 18:08:37.574549
2,1_1_194_818_2019-10-05 20:31:39.599625
2,1_1_178_817_2019-10-05 20:42:40.798609
2,1_1_194_822_2019-10-06 03:54:36.327368
2,1_1_194_822_2019-10-06 17:19:05.921101
2,1_1_193_827_2019-10-06 22:06:20.764758
2,1_1_193_819_2019-10-07 01:42:38.585160
1,1_1_178_828_2019-10-07 10:46:04.455786
0,1_1_194_826_2019-10-07 12:02:47.755124
1,1_1_193_825_2019-10-07 12:11:43.224835
0,1_1_194_822_2019-10-07 12:15:12.343145
1,1_1_194_821_2019-10-07 12:33:18.267087
1,1_1_191_789_2019-10-07 12:40:49.995658
1,1_1_178_823_2019-10-07 12:47:45.895803
0,1_1_193_829_2019-10-07 12:59:00.596684
1,1_1_193_820_2019-10-07 13:05:06.192974
1,1_1_193_819_2019-10-07 13:06:09.348132
1,1_1_193_827_2019-10-07 13:06:39.905042
0,1_1_193_816_2019-10-07 13:10:21.215050
0,1_1_191_780_2019-10-07 13:22:21.971647
0,1_1_179_781_2019-10-07 13:23:27.935341
1,1_1_178_817_2019-10-07 13:26:02.227655
0,1_1_178_824_2019-10-07 13:27:13.777252
1,1_1_179_787_2019-10-07 13:28:56.544737
1,1_1_179_796_2019-10-07 13:29:53.824381
1,1_1_194_818_2019-10-07 13:31:14.974773
0,1_1_179_799_2019-10-07 13:33:26.894358
1,1_1_179_797_2019-10-07 13:37:10.074781
1,1_1_179_815_2019-10-07 13:38:41.620841
0,1_1_179_800_2019-10-07 13:46:04.037500
1,1_1_191_785_2019-10-07 13:46:55.655109
1,1_1_179_777_2019-10-07 13:48:58.587039
1,1_1_179_788_2019-10-07 13:53:23.998560
1,1_1_179_798_2019-10-07 13:55:18.476857
0,1_1_179_813_2019-10-07 13:57:56.936172
0,1_1_179_791_2019-10-07 13:58:44.603248
1,1_1_179_801_2019-10-07 13:59:24.925268
1,1_1_179_810_2019-10-07 14:04:07.521292
0,1_1_179_790_2019-10-07 14:07:20.787191
0,1_1_179_794_2019-10-07 14:09:52.774450
1,1_1_179_809_2019-10-07 14:11:28.773178
1,1_1_179_779_2019-10-07 14:13:48.555991
0,1_1_179_783_2019-10-07 14:16:41.805383
0,1_1_191_782_2019-10-07 14:20:58.063023
0,1_1_191_802_2019-10-07 14:24:24.983816
0,1_1_191_803_2019-10-07 14:25:06.232125
1,1_1_191_806_2019-10-07 14:25:53.779680
0,1_1_191_807_2019-10-07 14:25:44.529707
1,1_1_191_812_2019-10-07 14:28:03.995563
1,1_1_191_795_2019-10-07 14:33:04.118958
0,1_1_191_811_2019-10-07 14:34:35.277487
1,1_1_191_805_2019-10-07 14:36:51.175650
1,1_1_191_778_2019-10-07 14:38:04.875843
1,1_1_191_808_2019-10-07 14:39:07.518204
1,1_1_191_792_2019-10-07 14:40:11.979484
0,1_1_191_793_2019-10-07 14:40:28.555264
0,1_1_191_804_2019-10-07 14:43:13.756075
1,1_1_191_786_2019-10-07 14:45:02.932188
0,1_1_191_784_2019-10-07 14:48:03.109314
0,1_1_179_781_2019-10-07 16:59:56.555942
1,1_1_178_824_2019-10-07 17:19:45.370933
0,1_1_179_791_2019-10-07 17:59:19.681310
0,1_1_179_790_2019-10-07 19:16:05.875036
2,1_1_193_819_2019-10-07 19:34:07.059077
2,1_1_193_820_2019-10-07 20:12:16.627507
2,1_1_193_816_2019-10-07 20:18:30.740167
2,1_1_191_802_2019-10-07 20:29:47.340514
2,1_1_179_788_2019-10-07 20:58:40.460195
2,1_1_178_823_2019-10-07 21:01:44.026151
2,1_1_194_826_2019-10-07 21:58:34.286362
2,1_1_193_825_2019-10-07 22:04:59.556865
2,1_1_179_800_2019-10-07 22:29:05.918728
2,1_1_179_797_2019-10-07 22:29:17.648262
2,1_1_193_819_2019-10-07 22:59:45.410369
2,1_1_179_787_2019-10-07 23:10:15.726887
2,1_1_193_827_2019-10-07 23:15:38.007462
2,1_1_193_816_2019-10-07 23:18:08.706141
2,1_1_193_829_2019-10-07 23:28:11.804808
2,1_1_178_817_2019-10-08 00:29:35.060706
2,1_1_194_822_2019-10-08 00:59:10.761717
2,1_1_178_823_2019-10-08 01:00:08.632716
2,1_1_178_823_2019-10-08 05:39:56.063939
1,1_1_194_821_2019-10-08 10:54:39.337073
1,1_1_178_817_2019-10-08 12:00:38.932416
1,1_1_194_826_2019-10-08 12:02:20.168622
1,1_1_193_825_2019-10-08 12:06:04.066743
1,1_1_194_822_2019-10-08 12:36:25.269380
1,1_1_193_816_2019-10-08 12:38:10.408680
1,1_1_178_823_2019-10-08 12:43:57.097770
1,1_1_193_819_2019-10-08 12:45:12.605432
1,1_1_178_828_2019-10-08 12:56:20.295255
1,1_1_191_789_2019-10-08 13:00:56.289028
1,1_1_193_827_2019-10-08 13:04:09.667465
1,1_1_193_829_2019-10-08 13:04:22.585957
0,1_1_179_799_2019-10-08 13:17:22.006222
1,1_1_178_824_2019-10-08 13:22:21.396198
1,1_1_193_820_2019-10-08 13:26:22.973974
0,1_1_179_788_2019-10-08 13:30:05.899871
0,1_1_179_813_2019-10-08 13:30:46.200212
0,1_1_191_778_2019-10-08 13:30:09.212887
1,1_1_179_796_2019-10-08 13:32:42.146763
1,1_1_179_783_2019-10-08 13:34:27.954190
1,1_1_179_791_2019-10-08 13:35:06.039307
0,1_1_179_794_2019-10-08 13:37:29.887465
1,1_1_179_798_2019-10-08 13:42:46.395214
1,1_1_179_779_2019-10-08 13:43:00.428009
1,1_1_191_802_2019-10-08 13:43:02.665045
0,1_1_179_800_2019-10-08 13:43:36.306579
1,1_1_179_810_2019-10-08 13:46:19.724660
1,1_1_179_797_2019-10-08 13:59:14.018830
1,1_1_179_777_2019-10-08 13:59:24.605621
0,1_1_179_781_2019-10-08 14:04:14.884466
1,1_1_179_787_2019-10-08 14:05:43.133669
1,1_1_179_809_2019-10-08 14:06:13.328067
1,1_1_179_790_2019-10-08 14:07:24.829823
0,1_1_191_795_2019-10-08 14:08:30.033243
0,1_1_191_811_2019-10-08 14:09:14.404658
1,1_1_179_801_2019-10-08 14:10:00.098668
1,1_1_191_808_2019-10-08 14:10:36.930631
1,1_1_191_804_2019-10-08 14:13:44.475866
0,1_1_191_805_2019-10-08 14:14:46.874574
0,1_1_191_807_2019-10-08 14:22:17.048752
0,1_1_191_806_2019-10-08 14:23:27.280706
0,1_1_191_782_2019-10-08 14:23:30.399279
0,1_1_191_803_2019-10-08 14:26:20.639890
0,1_1_191_785_2019-10-08 14:28:26.086189
0,1_1_191_780_2019-10-08 14:28:34.109408
1,1_1_191_793_2019-10-08 14:31:56.319097
1,1_1_191_786_2019-10-08 14:32:17.862961
1,1_1_191_792_2019-10-08 14:35:49.249404
0,1_1_191_812_2019-10-08 14:35:49.326492
0,1_1_191_784_2019-10-08 14:36:05.948821
0,1_1_179_788_2019-10-08 18:04:40.321747
0,1_1_193_820_2019-10-08 18:35:20.471163
2,1_1_193_819_2019-10-08 18:48:56.648002
0,1_1_191_782_2019-10-08 19:42:21.288500
2,1_1_194_821_2019-10-08 20:33:16.740923
2,1_1_193_825_2019-10-08 21:56:23.582154
2,1_1_194_821_2019-10-08 21:57:29.584256
2,1_1_191_807_2019-10-08 22:11:18.260114
2,1_1_193_819_2019-10-08 22:17:31.252456
0,1_1_193_829_2019-10-08 22:22:54.289918
2,1_1_178_824_2019-10-08 22:45:09.085852
2,1_1_194_818_2019-10-08 23:07:39.070084
2,1_1_193_827_2019-10-08 23:18:07.402040
2,1_1_178_828_2019-10-08 23:32:26.230859
2,1_1_194_822_2019-10-09 01:02:23.935076
2,1_1_178_823_2019-10-09 04:39:38.083576
1,1_1_194_821_2019-10-09 10:49:37.140626
0,1_1_194_826_2019-10-09 12:01:46.127790
1,1_1_193_825_2019-10-09 12:05:17.002516
1,1_1_178_828_2019-10-09 12:19:18.077737
1,1_1_194_822_2019-10-09 12:35:02.988254
1,1_1_191_789_2019-10-09 12:42:39.410332
1,1_1_178_823_2019-10-09 12:45:15.659669
1,1_1_193_819_2019-10-09 12:48:17.877977
1,1_1_193_820_2019-10-09 13:03:28.077694
1,1_1_193_827_2019-10-09 13:12:37.733539
1,1_1_178_824_2019-10-09 13:25:06.153999
0,1_1_193_829_2019-10-09 13:27:52.973277
0,1_1_191_778_2019-10-09 13:30:38.940709
1,1_1_193_816_2019-10-09 13:33:18.133788
1,1_1_179_796_2019-10-09 13:36:22.500285
